row	weekday	weather	time	temperature	pedestrian_level	police_presence	consumer_satisfaction	accidents_per_10K_1	accidents_per_10K_2	accidents_per_10K_3
542	W	sunny	overnight	70.81270913572718	3	1	67.43324873637778	11.722539720152055	0	1.4183014118111141
543	M	rainy	evening rush	70.7848018098464	6	1	35.735237260270814	27.245842412157103	3.5131604614715632	0
544	Su	sunny	midday	80.19618084523185	2	4	53.498701979969766	4.228222796149	0	0.2761704913992613
545	Fr	snowy	overnight	15.971445123298874	6	1	50.63367122077928	24.68461308730846	15.099596068967745	0
546	Sa	rainy	midday	63.96074961879383	6	3	41.100933689338774	20.173769367516634	0.8409135817683255	0
547	Sa	snowy	overnight	4.888549238301643	5	2	48.92952412590012	21.13827875000901	16.353930178658295	2.6892717819778156
548	W	snowy	overnight	16.853403372241196	7	3	58.23273462750481	25.72693810400201	17.635205429584005	0
549	Th	rainy	overnight	77.73552063827671	5	2	46.7599476749106	19.756228169594515	1.2255800281687412	0
550	W	sunny	morning rush	74.64459879251748	3	2	71.61027921731718	12.688388320240886	0	0.9284033075626517
551	Sa	sunny	evening rush	96.28014775885124	4	2	53.49641166996055	16.226136960768166	0	1.675475403010887
552	W	sunny	morning rush	66.53051001747946	3	2	41.85754413956829	12.093081300795845	0	0
553	Sa	sunny	morning rush	74.80960251461606	4	3	44.958104853987905	14.988596077957997	0	1.5392643400812018
554	Th	rainy	evening rush	65.7086656480469	3	1	43.935227725187005	11.89236853097625	0	0
555	Sa	snowy	morning rush	8.103069984323351	7	1	42.46862466182374	23.41436847281802	21.414102844769143	0
556	M	sunny	evening rush	75.03258825597655	4	1	56.85477460400525	14.455375981796319	0	3.9367865494670156
557	Tu	snowy	midday	19.106822689488155	8	2	68.76812768185104	26.320857716481047	21.35641191801892	0
558	Sa	sunny	evening rush	57.20853107600686	2	2	35.844988872884386	5.784775244937359	0	0
559	Su	rainy	overnight	61.60063152248098	5	1	24.12532832328191	20.194793641126	0.5698626523582924	0
560	Th	sunny	morning rush	77.19769910198544	7	1	44.52390508479414	22.025866288561357	2.229397163301121	0
561	Tu	snowy	evening rush	16.098376662594205	4	3	18.66502747476816	18.37126553537463	9.209170111629899	0
562	Fr	rainy	overnight	74.06479780525794	4	3	34.6327981261263	18.379961380691196	0	0
563	Sa	sunny	morning rush	63.58129504136424	9	3	74.77917901227562	26.806928005175056	16.79179543215042	0
564	M	snowy	overnight	9.700973574278306	6	4	38.702686156944914	21.209010225515662	11.637399538828168	0
565	Th	snowy	overnight	10.10822355593506	7	1	44.49860726004713	26.422839011350394	23.1197028188554	0
566	Tu	sunny	overnight	72.24348414368286	6	3	57.98408485106738	19.48375921596665	5.317626021183855	4.829603266116891
567	W	sunny	midday	78.32495382772022	4	1	25.372206612503412	9.45197286381403	0	0
568	W	sunny	evening rush	67.9202179951231	3	1	62.19107143350712	11.932986932673522	0	0
569	Su	rainy	midday	81.53481815665151	4	2	65.91459023367923	15.215561589871124	0	0
570	W	sunny	overnight	62.574742735419335	7	1	35.722987243465084	21.357021658134318	9.102419959918802	1.0067323204113605
571	Fr	sunny	overnight	64.82180285161645	3	3	56.01939809163063	12.294162640106046	0	0.8699253780210122
572	M	sunny	overnight	65.99266701976832	5	1	61.71578784176321	21.94133693568531	1.1665012144090252	0
573	Su	snowy	evening rush	2.958412220190814	1	1	41.211817522996135	7.172743770633109	2.6811555921128694	6.129709334465201
574	Sa	sunny	morning rush	57.12493610095875	4	1	52.71874602519162	12.122375231533855	0.7333084835739434	0
575	M	sunny	overnight	67.19895774732753	4	3	40.5227575713377	19.282106410521223	0	0
576	Su	snowy	morning rush	13.82112651691018	6	1	40.106667595024135	20.262142337679606	16.116268795636813	0
577	Fr	snowy	morning rush	0.7037946508303907	2	1	39.75154878100326	9.777678950354229	5.846085669033033	1.106596693204399
578	Su	rainy	morning rush	63.41230272002395	7	2	36.44416160150462	23.298669571475408	6.125860297989478	0
579	W	rainy	midday	64.21434492235878	6	1	27.089455899127188	19.254288065455103	5.446352630970184	0
580	W	snowy	morning rush	8.272089832483982	6	3	39.91422284800902	21.685421944073145	16.657757133688808	2.973340430248703
581	Tu	rainy	midday	68.67261521829005	9	1	59.96581493262751	27.861905291921218	14.19202980885468	0
582	Tu	rainy	evening rush	82.99665879667853	6	2	62.25009799587521	22.66130055581721	2.3846694317389985	0
583	Su	sunny	morning rush	56.37549347485036	9	1	59.747910955749255	24.855606685833155	12.82114106962282	0.714750600829394
584	W	snowy	morning rush	13.687684294188037	4	4	52.998608115978705	20.17622376262525	8.677428413616129	0
585	Th	rainy	overnight	67.87045622976883	3	2	72.10420070312588	13.38160436218472	0	0
586	Th	rainy	midday	79.4125767940012	7	3	60.52798130737862	24.998066797428443	5.422426008181972	0
587	Fr	sunny	evening rush	71.55271942348386	2	1	40.401746300246465	6.96456069799408	0	1.6610875565198215
588	M	sunny	evening rush	65.97940928904298	9	1	38.658269511867196	33.34503096297428	11.300585793407851	0
589	Fr	snowy	midday	17.436763991765307	8	2	51.704780143635915	30.076901541600083	21.81301395185629	0
590	Tu	sunny	morning rush	92.85725831569694	3	1	23.48094974290804	9.711386985014641	0	0
591	Tu	snowy	midday	10.501975475679178	3	1	68.66723559974449	12.585279832213047	9.552400965874225	0
592	Tu	rainy	evening rush	58.39267127209258	4	3	45.86185651612713	18.550407156858533	1.6748314503492894	0
593	Th	snowy	morning rush	16.82795712020766	7	2	38.58779699163985	23.95643201024988	19.557111931017005	0
594	Fr	sunny	midday	67.61382223458476	4	2	18.506335670634407	16.094301153146187	0	0.4641022116346383
595	M	sunny	evening rush	63.49606147477435	3	4	61.38713251315349	16.654456869260343	0	0
596	Fr	sunny	morning rush	98.43771883228553	3	3	46.67356425463523	15.21407910947364	0	0
597	M	snowy	evening rush	11.468292143696864	4	1	73.34469564940463	19.2402967083511	13.381607752687193	0
598	Sa	snowy	midday	15.206809755614481	3	1	57.23215456750666	14.906493404813085	7.2968085051208345	0
599	W	sunny	morning rush	81.5940584300352	6	4	41.64900962043525	19.070782561592935	3.364791089791874	3.4891441253591564
600	Fr	sunny	midday	58.61178086475843	8	3	47.40531348999037	23.152230241720357	17.457525855343036	0
601	W	sunny	midday	67.09884784133254	6	1	64.85295273693671	20.019525284648616	2.6138596728836427	0
602	Fr	sunny	overnight	69.82184603804969	6	1	62.77629865653376	24.197287577337104	0.6576764358406733	2.7902884891102744
603	Sa	sunny	evening rush	66.57723632110503	8	1	24.4692051256838	28.598474139896705	10.91011484226476	0
604	Tu	sunny	morning rush	83.90046271939573	6	2	27.912804546401528	21.709465755979476	1.015060076243919	2.1552692380359915
605	M	snowy	morning rush	2.646326358070291	6	2	61.92189374874115	25.588671672234653	18.838040946818758	2.3990012754740198
606	W	snowy	midday	12.324452833188865	5	1	65.07721747588204	14.509924009775261	15.427723965970394	0
607	W	rainy	overnight	85.64746218870738	3	1	49.01105998102748	14.668788383878463	0	0
608	Fr	snowy	overnight	10.838784392713542	4	1	41.87309302253404	16.25827512353761	11.195245140166602	0
609	Sa	sunny	midday	72.5094989586394	7	1	76.59598156138668	18.80583206046347	6.866145883120011	0
610	W	sunny	evening rush	40.651324157813875	3	3	52.67574703105629	11.049611082737972	2.0601109248303575	3.0427562660796634
611	Sa	snowy	overnight	1.6925809581068538	5	2	69.63853629806844	18.47433978272803	14.971459780960839	3.311502429409031
612	Tu	sunny	evening rush	72.33079356980198	5	3	47.87007647946521	18.944144578909235	1.1699752620468957	0.31363963295329556
613	Tu	sunny	overnight	78.55863769383032	8	1	52.49208605773303	27.555007377417095	10.716154707141037	2.8901954781940153
614	Su	sunny	morning rush	70.73427512613704	5	1	64.17280562766811	12.260159049907205	0	2.857129749280677
615	Su	rainy	evening rush	56.10014521696548	4	3	63.3405386488088	19.086001861222798	0	0
616	M	sunny	evening rush	78.20298451536117	6	4	51.09016950420051	24.412344734561042	2.8452384564782927	0
617	Tu	sunny	morning rush	79.81281537652931	4	2	38.56269306626525	14.347632239912262	0	0
618	W	snowy	overnight	6.59588554472725	3	3	31.136296995611126	14.78805839655894	5.831197811734569	0
619	Th	sunny	overnight	86.45243960339243	5	3	52.992145329195495	16.046760038328536	0	1.9637332915477252
620	Fr	sunny	evening rush	69.46676710031336	7	3	51.732634078768356	25.748701934472766	5.970097675416484	0
621	Tu	rainy	evening rush	61.18969513262218	3	2	52.60385221125786	11.923983218134463	0	0
622	M	sunny	morning rush	75.94670943418159	5	1	64.9043960247846	15.822119097897982	0	0
623	Fr	snowy	morning rush	8.840376950450583	6	1	62.73761195845063	26.683240151902776	17.811299301161576	0
624	W	sunny	morning rush	70.70030546803568	8	2	39.87334137793843	22.627487627947275	12.142707149761685	0
625	Tu	sunny	evening rush	72.17632947923536	3	4	42.55784276292073	9.152942703153393	0	0
626	Fr	sunny	midday	60.93269388055175	5	4	80.95009401498726	17.547859996555076	2.9280841102020974	0
627	Su	snowy	evening rush	8.752429968518573	9	1	48.05998571675601	28.457468333112683	25.582020802157796	0
628	M	rainy	midday	70.16758912834187	9	4	24.70955038309524	33.700627516140834	11.230864288863287	0
629	M	snowy	midday	2.73720725635863	2	1	67.05234733604098	10.492198096262356	7.961168027140727	2.805865582990724
630	Tu	snowy	overnight	12.14130351419812	5	1	14.6225909034587	24.736676629069862	15.575287705584326	0
631	Su	rainy	overnight	86.99156887438517	4	1	43.48500057583752	14.079056142359395	0	0
632	M	snowy	evening rush	14.592172667470743	8	2	55.52038066703133	30.93662845541642	21.038431391088206	0
633	Su	rainy	overnight	81.06288539558108	4	1	54.77851977751276	10.33431706396952	0	0
634	Tu	snowy	morning rush	17.05524704244457	5	4	29.483172195606105	22.08194198132088	7.294689013189677	0
635	Th	snowy	midday	14.20741950581172	3	1	30.07449966481428	12.713672523509063	8.03127641351115	0
636	Tu	snowy	midday	12.956165639705779	5	1	66.25796138842398	18.982552769401675	10.509148421906554	0
637	Tu	snowy	overnight	8.399321016518446	8	3	44.87350630279986	30.404404371670864	20.200084896731852	1.063118797092113
638	Sa	sunny	midday	59.99222654242415	1	1	39.74461106189324	2.670378873383399	0	0.7141124597178514
639	Sa	snowy	overnight	17.13485785016836	4	3	48.93821202401347	13.795617508002309	8.794202004520292	0
640	M	snowy	morning rush	2.3595721919000034	1	1	72.69304294004719	5.742868938441413	1.1515104462845263	2.7751225786732254
641	Th	rainy	overnight	65.98251378289048	6	3	49.57876012858799	20.18627300735711	3.8244137177306166	0
642	W	sunny	midday	61.739991958574294	6	4	63.90754222436321	19.59980060944315	2.8898547702630917	0
643	W	sunny	evening rush	61.3923664875996	7	1	67.30812724442117	23.73841551613636	11.74338856050414	0
644	Su	sunny	overnight	70.85358702044827	8	1	50.26974151450843	23.767281545375518	11.217029250444817	4.396100275424787
645	W	sunny	overnight	68.8961347460186	5	3	48.00944509875695	19.77113403326536	2.3991542137903012	0
646	Su	rainy	evening rush	100.06773434834423	2	1	53.76193224408695	8.852931102146176	0	0
647	Sa	rainy	evening rush	65.75908121142093	6	1	36.01758047135097	19.1668547856958	7.119412082910532	0
648	Tu	sunny	morning rush	72.31906416799832	4	3	32.27009888168823	12.436178147805698	0	0
649	Tu	sunny	evening rush	75.1319846596029	7	2	43.8890285175806	22.294407252304886	4.792868963043763	0
650	Fr	snowy	evening rush	9.162994252576945	7	3	66.28531763045576	26.741720860254592	17.39050927392149	0
651	M	snowy	evening rush	5.910600589551809	6	1	56.76437730226184	27.314316731211093	20.098276322492236	1.3652208697729273
652	Th	sunny	midday	71.1073783584509	10	3	57.22952450279169	32.37143507093954	15.623208432361976	0.49561340789076036
653	Fr	sunny	morning rush	78.39641381472964	8	4	54.37159930610997	26.55413295680216	8.548171532308634	0
654	Sa	sunny	evening rush	76.47887277365533	0	2	46.01393720394527	4.5307310155592715	0	0
655	Tu	sunny	midday	68.89597304241813	3	3	49.46523941965855	8.323090531356335	0	0
656	M	sunny	midday	58.01410386351421	4	2	48.06194838205303	13.028003342026693	1.885095610007632	0
657	Sa	sunny	evening rush	81.30143815896713	5	1	58.9045692818389	15.975946416073139	0	1.020393537274853
658	Tu	rainy	morning rush	64.6883949359542	4	2	52.80979751373531	16.30518096158839	0.1587542238996864	0
659	M	sunny	overnight	71.78302562991125	10	1	63.91503885515575	35.627278216589254	16.001155446316698	3.5306523175376445
660	W	sunny	evening rush	64.55280805974544	6	3	56.740685241225655	22.11694327118604	8.02181158906836	0
661	Fr	snowy	overnight	2.430937281870575	3	2	45.16554581955811	16.85293400950681	4.8046923538811654	0.3535557869987116
662	Fr	sunny	morning rush	80.50921639436866	2	1	82.01191748028288	7.703341426280781	0	0
663	Su	sunny	evening rush	66.58398687792253	5	2	42.35110516854014	15.299462516976416	2.01452453329589	0
664	Fr	snowy	morning rush	4.853681179866935	7	2	53.096495298284836	26.168876014285797	18.831188579703237	2.2447407896501668
665	M	sunny	evening rush	60.00537069703841	5	1	54.60692017916483	20.1334537853292	5.080477712236937	1.6088733785919005
666	M	sunny	overnight	77.163531882463	3	1	49.80591859096973	11.94032660405357	0	0
667	W	snowy	evening rush	16.797330342573446	1	2	60.46863362577369	7.616812620356839	4.269077645675402	0
668	Tu	rainy	evening rush	85.80827436515554	9	1	34.081893811919706	32.44565030780388	9.11451456586644	0
669	Fr	sunny	morning rush	81.81603229089063	6	3	39.78888078283153	22.403158664423124	2.1414635644924713	0.1383106124902458
670	Tu	rainy	evening rush	83.64387783855362	8	4	66.21444212898196	29.373429660423046	5.107235209246424	0
671	W	sunny	morning rush	73.85761347919984	7	4	33.895556813954066	25.089192438679504	5.19429341585809	0.07761476189362364
672	W	sunny	midday	65.67132409626237	2	1	54.07351170120724	6.585753674187293	0	0
673	Sa	sunny	morning rush	87.931062006892	5	3	75.78973816810996	16.985245834001834	0	0
674	W	sunny	morning rush	80.14681107357704	3	2	24.665071094628058	9.432987458875564	0	0.39438891086999833
675	Fr	sunny	morning rush	64.03897033150551	8	3	52.88921832395751	30.73993797919907	12.299519993557869	0.8997604763834088
676	Fr	snowy	overnight	13.62042513257292	10	3	25.35975101852591	35.623810205723814	28.86474265043827	0
677	Sa	rainy	morning rush	65.58526937041745	6	1	71.14387704607479	22.581129656363515	4.112669726616704	0
678	Sa	sunny	midday	79.08616643966644	6	1	86.81407857349095	19.114610489570534	4.007926311815367	0
679	Th	sunny	morning rush	74.15346013680337	5	2	72.14871361554279	16.687950510388884	1.1977140061384306	0
680	Tu	sunny	morning rush	61.957473369442184	3	2	45.49403638586319	8.26231538361647	0	0
681	Su	sunny	midday	78.35566058076628	5	3	51.88454303745916	17.99902992239714	0	0
682	Th	sunny	midday	67.56168204926014	5	3	36.93280466022169	17.627421985955696	0.24872207849301198	0
683	Fr	snowy	morning rush	11.243142100760805	3	1	50.91631776552244	16.924761048385616	5.4006136505710876	0
684	Fr	snowy	overnight	17.16062007765259	3	1	58.83177732806868	13.733701042986318	10.00067554109441	0
685	W	sunny	evening rush	84.66811660094947	0	3	62.915836257503614	1.810307245106691	0	0
686	W	sunny	morning rush	63.8538085668012	4	1	46.09383475264412	13.560061317890732	0	0
687	Tu	sunny	evening rush	66.32047080659652	10	1	42.520926391672326	32.73419042376519	17.932431792745668	0
688	Fr	snowy	evening rush	4.936087399664304	3	2	43.29612469682817	14.706692368630113	8.050378834011324	3.052872130423866
689	Th	rainy	midday	63.59948405565249	5	2	32.0216466377819	17.328486727946263	3.592290610862343	0
690	Fr	snowy	overnight	13.766514392464728	4	2	38.719490581514364	23.68602284369628	11.350958129445091	0
691	Tu	sunny	evening rush	65.9977087881019	3	1	40.82427423181102	13.82234082551696	0	0
692	Sa	sunny	midday	74.44262594973239	5	4	62.25225512117607	17.283036572080544	0	0
693	Th	sunny	midday	70.30013320329721	6	2	48.0400759332161	15.311287124461737	4.127017087494119	0
694	Fr	snowy	midday	17.741390764732973	4	2	45.95905907778717	20.37201645964843	3.9992105119372034	0
695	Sa	sunny	morning rush	49.71746060116239	8	1	59.08409441043618	21.507553441405907	13.442051771781745	1.2322369704104714
696	Th	sunny	evening rush	61.41340524867556	2	2	46.33646270618503	6.353305267375213	0	1.1248722391296884
697	Sa	sunny	midday	62.91159455491416	5	1	30.229392736475827	14.601023282225146	2.8798138427503313	0.22601924210772784
698	Th	sunny	midday	50.403494164397344	6	1	67.74099243412948	17.76975625832322	5.371069436414086	0.8477994575118735
699	Sa	rainy	midday	92.76099881889311	2	2	64.08129257058954	6.200481802423085	0	0
700	W	sunny	midday	64.34312273284733	6	1	51.26823474444474	20.34460025741958	4.583329437600591	0
701	Tu	sunny	midday	82.87363520056853	4	1	44.80927304843057	12.345631812685825	0	1.9614517339643003
702	M	snowy	morning rush	14.811071615798735	7	2	38.31743091582889	24.083730532605216	16.919889447517566	0
703	Sa	sunny	midday	72.40842101532009	5	3	52.30538666960608	14.47521669386525	1.349078291677427	0
704	Su	snowy	morning rush	6.215734887693189	3	2	25.85538981982624	11.548127730172178	10.69834389288393	0
705	Sa	snowy	midday	17.779243267143933	6	3	44.99280900487827	23.533849111544278	16.27225057036255	0
706	M	snowy	midday	7.246679669958885	4	1	52.765850938408946	18.894547072682762	8.804502039129487	0
707	Tu	sunny	evening rush	63.77808417661321	8	3	46.51140048946121	28.48910548611788	11.478738981445492	1.7643231804220596
708	M	snowy	morning rush	4.26569695171678	2	3	52.25495116544287	12.186107121613837	5.394938922506497	0
709	Su	sunny	midday	43.12131594581942	3	4	28.98055941457154	7.851738081402521	0.5316825696780353	1.6052770853908385
710	Th	snowy	midday	9.226764674142194	3	1	44.563650825848455	12.239262175018691	8.114921966422516	0
711	Sa	snowy	evening rush	5.970231590035058	4	1	37.773779451920454	17.663026155274615	10.777917360542242	0
712	Su	rainy	evening rush	84.28113848561458	4	2	81.65267281188369	13.5648602758832	0	0
713	Th	snowy	morning rush	8.720133864790544	2	2	83.78388942029785	10.517377645436701	6.966679038208747	0
714	M	rainy	midday	59.63822380130408	4	3	64.29333538541792	17.534057441187716	0	0
715	M	snowy	evening rush	12.717109508940641	2	1	42.67018608640273	13.927344038724737	2.130209902229268	0
716	Tu	snowy	morning rush	9.69089345569351	8	2	61.18585106570808	30.116435972166688	23.167705991847882	2.4304798104401204
717	Sa	sunny	overnight	76.37488406550864	6	4	44.47597373509129	20.92642433931422	3.54743457057596	3.6739478457081436
718	Tu	sunny	midday	69.79265028282242	5	1	58.37442187521112	16.84083878385261	1.0964237631308125	0
719	Sa	sunny	evening rush	103.9454616834131	7	3	33.58710075873189	19.346800907659425	0.2512359383301009	0
720	Th	snowy	morning rush	10.859998032896263	4	3	39.91045717720462	16.302214306783426	8.001669955793277	0
721	Sa	sunny	overnight	80.60341654875828	6	2	19.97694429977599	18.796752075155492	2.420300330214395	0
722	Su	sunny	overnight	82.33417087581378	9	4	44.55093391303094	28.52839466109345	10.368350955667843	1.0361776208680398
723	Fr	snowy	evening rush	7.932624626616743	4	1	32.937000270996286	18.260301422738703	9.41540757156451	0
724	Th	rainy	overnight	53.150089834848444	4	4	33.25295703593028	18.238045362390523	0	0
725	Fr	snowy	morning rush	3.9076793804826515	4	3	47.83185533412733	16.094965806910782	12.982876076765129	0
726	Tu	sunny	evening rush	47.22521827707271	3	2	58.594316219377205	12.108487509409002	0	0
727	Tu	snowy	evening rush	8.186540840962031	7	1	33.1778890879752	28.760417418007652	19.059887146386735	0
728	Sa	sunny	morning rush	62.74806975711608	8	3	60.08930586792758	25.508172503920797	11.100827528060012	0
729	M	rainy	morning rush	70.45946042586829	6	3	60.20472890488524	21.369146016462942	2.5670098936344834	0
730	Th	rainy	overnight	86.28297429753124	4	1	42.867739281620416	13.415592213461348	0	0
731	Fr	sunny	morning rush	69.46322785394547	4	2	92.07449351746862	12.473556571973983	0	0
732	Th	rainy	morning rush	61.394925579950325	11	1	34.43285142393495	39.93558383657686	24.60676293889558	0
733	Th	snowy	evening rush	11.538805438811726	3	1	53.07164199859665	16.742140912735394	4.598730439821237	0
734	Fr	sunny	overnight	65.21091159250788	4	3	54.52964005898868	16.07054541964934	0	0
735	Fr	rainy	morning rush	68.57663099399531	3	2	64.18279722544897	14.553670432317444	0	0
736	Sa	rainy	evening rush	74.56983762428189	5	3	53.469854625764604	22.03046473557002	1.9771785209028814	0
737	Fr	sunny	midday	54.813565484917895	6	2	61.135445150394816	22.74625055835584	6.245688191094166	0
738	W	snowy	midday	7.34784538977106	5	1	41.603290493642575	17.04237513667221	15.553541699354998	0
739	W	snowy	morning rush	4.970661514788956	6	2	60.5414959511121	21.252434578961783	15.141099006081292	0
740	Tu	snowy	midday	16.05832844410007	3	2	38.64325950867352	10.444705829590234	5.572358713551046	0
741	W	sunny	morning rush	55.75393901461894	4	4	47.08165227996443	14.549975705710564	0	0
742	Su	sunny	evening rush	73.27562009832842	2	1	32.78247893385503	5.7938775794478925	0	4.832891824720582
743	M	snowy	overnight	14.177085283329648	4	1	50.29794436145071	21.616609143522016	9.845901203026337	0
744	W	snowy	midday	7.898507542245114	5	1	53.93053943217048	18.196024847670174	14.574028133373119	0
745	M	sunny	overnight	53.33757634927379	5	1	49.697216446606745	18.811045489848127	1.5070277296131862	0
746	Fr	sunny	morning rush	73.8605870539723	6	4	67.90674155930296	21.094660933955733	4.075922723837999	0
747	Sa	sunny	morning rush	52.58121286643082	5	3	35.184407901652676	19.766042652354116	5.18778984671036	2.3464059305920175
748	W	sunny	midday	87.85506302673522	10	1	47.11723451634031	28.36101311164286	14.9695786129288	0
749	W	sunny	evening rush	87.43792880810447	5	2	52.80483620213283	20.07838342588088	0	0.6986565255479329
750	Su	snowy	morning rush	-1.7487895875043584	3	1	50.977637976955386	15.958523457300549	10.373883284082822	7.366204079519447
751	Th	sunny	midday	72.48702399441372	4	4	10.359768101541825	11.907457696357817	0	0
752	Su	snowy	morning rush	8.378620268687028	6	1	26.3702943476523	24.94900140008174	15.027286039397294	1.7228865153130508
753	Sa	rainy	evening rush	81.66564324093834	5	2	62.04117889629954	17.969133402120026	0	0
754	Su	rainy	overnight	63.032468142239146	5	1	49.01790743174185	17.0230962004623	2.342217570315321	0
755	Fr	sunny	overnight	68.90171886948805	5	2	66.59505286334067	20.42548428889479	0	0
756	Sa	sunny	overnight	65.32172548514303	6	4	57.01264025150803	20.779872351253555	2.967790364276361	0.8719580219379558
757	W	snowy	midday	5.618018651807856	4	2	48.197251651616156	16.954558751702958	9.650770812905048	0
758	Sa	snowy	morning rush	18.951272430477438	6	1	53.44416272815409	19.795891194649013	13.940731124767138	0
759	Sa	sunny	midday	80.64283591210722	4	2	47.08804503383644	11.79231553421331	0	0.44417995473266125
760	M	snowy	midday	15.155363783964702	7	3	78.19144463050988	23.612807331069586	18.68502048740725	0
761	Sa	snowy	overnight	6.0271813524379425	7	2	60.886946587390774	27.056525831707805	20.160317606272123	0
762	Sa	sunny	overnight	72.50315763130519	5	1	68.75943674182233	17.474264564026843	1.053810351452983	0.8230662627292743
763	W	snowy	midday	3.715595744198903	4	1	67.31649814288473	13.606527824136881	11.33923545494895	0
764	Th	snowy	midday	15.163770391154497	6	2	60.68188021619896	20.889006098137028	12.65094008179265	0
765	Th	sunny	midday	73.22584111800822	6	3	26.391561830017764	17.610626482992632	5.9392153947168	0
766	Sa	sunny	morning rush	68.80934459070204	5	2	56.3711169887289	15.989202405987681	2.020580913997185	0.12508053335007768
767	Th	sunny	morning rush	77.44610569835592	11	1	52.958379698797444	29.350521053023343	21.532892519253004	0
768	M	rainy	evening rush	94.13291099416055	6	1	73.3635435517482	21.314578042893153	0	0
769	Su	snowy	midday	4.46006152540683	9	4	35.662780461467904	26.552575021359146	28.008757134549676	0
770	Sa	sunny	morning rush	67.68877477421114	10	2	47.27057486692284	31.142663333248088	16.111156334421846	1.4385390933530091
771	Th	rainy	overnight	70.84059453348706	6	1	21.648527100271572	22.000470641076582	1.53269057743751	0
772	W	rainy	overnight	59.8392975236411	5	4	59.818988644060155	21.05623314328543	3.57976318605285	0
773	Fr	snowy	midday	9.433035422293482	5	3	48.85000521039773	20.11475161777128	11.500698278924327	0
774	M	sunny	midday	85.51666794882037	4	2	45.789962063701964	16.493395965992917	0	1.0322410888053426
775	M	snowy	overnight	8.03929387158127	4	1	54.71498652877587	20.82577747518264	10.594296057287375	0
776	W	rainy	evening rush	73.52462472671994	5	1	41.979024802266494	18.92877762427318	0	0
777	Tu	sunny	overnight	89.96055857180302	7	3	66.50923420228452	23.933612504428208	6.384494914119086	5.614535240000427
778	Sa	snowy	morning rush	9.508967102297825	3	1	40.25312920104038	13.74277888942396	7.177516741766235	0
779	Tu	rainy	morning rush	65.91315541852315	5	2	43.685153046431914	18.994394442760857	3.287080426882456	0
780	Fr	snowy	morning rush	9.225487271695721	5	4	33.35046488406977	23.612570579274134	10.667032618091456	0
781	Th	sunny	evening rush	67.8914261696982	6	3	41.26154725220509	19.864484988203696	0.3778660253432644	2.2229097327878513
782	Fr	snowy	evening rush	9.529795637083627	5	1	46.683583647961555	22.441369303607274	12.836364865227596	0
783	Sa	rainy	overnight	66.33256936816528	4	1	57.613679017480386	15.355759755486702	0	0
784	Fr	sunny	midday	72.24711235463369	9	1	66.98121599949248	29.026597682721455	11.87766903109032	0
785	W	snowy	evening rush	4.885979229738261	6	2	33.74563482002423	21.266685625955027	19.208680493553988	0
786	Tu	rainy	evening rush	68.94312696951232	6	1	52.20393364926984	21.09561952268216	6.567594428969116	0
787	Tu	rainy	evening rush	59.098953698237025	3	3	47.89251306013028	11.744825137005153	0	0
788	Tu	sunny	evening rush	66.36354721357665	11	1	63.615851573954494	36.653626874238576	14.529214669690477	0.02851456861849838
789	Th	snowy	midday	5.394373297835701	4	1	29.71279210668921	14.480846426993319	11.332329061516242	0
790	Th	sunny	morning rush	82.5274211887746	4	2	57.0761724230996	17.154079907254783	0	0
791	Th	sunny	evening rush	54.63509539503154	5	3	43.82952771033429	18.071423405060145	6.008272375323734	0.1398582885138625
792	Su	snowy	overnight	10.863603849252232	2	2	66.5663956008959	12.0745857910451	3.1995362144295756	0
793	W	sunny	evening rush	79.30281508881548	4	1	35.48425041315541	14.761389554986309	0	3.070110427067101
794	Tu	snowy	midday	14.236199873935723	1	1	63.36606284526832	7.408475481885214	0	0
795	Fr	snowy	midday	13.100832558251794	8	1	46.07858877504281	29.15312956912135	18.523534548994487	0
796	Tu	sunny	morning rush	70.2793576185263	3	2	82.08840303976532	15.738555317507444	0	0
797	Sa	rainy	midday	57.391999422174095	3	2	29.703233259002953	11.259587707169151	0	0
798	M	snowy	overnight	8.00574438350315	4	1	71.00091632336122	18.566149574494936	8.778967891075427	0
799	Tu	sunny	midday	73.2258963525215	1	2	43.67801256993503	4.591170045855705	0	1.9597445515266436
800	W	sunny	morning rush	54.968509989218404	6	1	52.184179329828886	21.590400329384703	3.9984612586555386	1.9972260191887343
801	Su	sunny	overnight	71.87457816920622	8	1	56.798519275803606	25.47515602624503	11.752520609010052	1.5541509456418767
802	Fr	sunny	overnight	81.6545704402724	2	4	44.759033318498616	9.138028896614	0	1.5231827016884059
803	W	rainy	evening rush	72.48697871528387	9	2	51.36160021992153	31.631182075545436	12.684227559834136	0
804	Su	snowy	evening rush	4.668515533841654	4	3	73.8524733519061	16.788555493071538	12.113410854109485	0
805	M	sunny	morning rush	71.44777188946107	4	2	61.76633431501931	19.15619119410711	0	2.052290056370802
806	W	snowy	midday	6.760252968471132	5	2	23.591284989064107	17.950922611518983	15.73435621531926	0
807	Su	snowy	midday	9.416560344707966	5	1	44.17209021391248	17.43331141143273	13.402772564881392	0
808	Sa	snowy	evening rush	12.676166585580726	4	3	48.58366350256657	17.28749704425537	9.648337229946021	0
809	Th	sunny	evening rush	75.22514948934386	7	1	41.65862271404834	20.07711945103656	4.903690237646141	2.4128473401620596
810	Th	sunny	midday	73.9540614600865	6	1	98.70760379650508	16.822740378920294	4.413312762241925	0
